id,disclosure,product,authenticity,trust,purchase_intent
37,None,Search,5.0696376545905375,5.367770032198507,5.278730078000413
38,None,Search,4.760794119627306,5.122808050333985,4.565774932045823
39,None,Search,5.073408621228402,5.052603510559265,5.48699247901144
40,None,Search,3.4099448683192857,3.2793287089125127,5.635451921454648
41,None,Search,4.824262489729991,4.897312270880857,5.02186387237894
42,None,Search,5.285690057209397,4.889971190011462,5.345168444735874
43,None,Experience,6.182315235793213,6.433412055343447,5.387836511797757
44,None,Experience,4.585383825381082,4.594778369553796,4.156339236603295
45,None,Experience,4.35320511768545,4.069815495752104,5.1931581421922415
46,None,Experience,4.598594365132371,4.5181825712794,4.159897940943216
47,None,Experience,5.7323216941616595,5.79232308246714,5.489489382550571
48,None,Experience,5.263000887727747,4.9285384337802105,4.823440319901066
49,None,Experience,4.576191836986369,4.249843271805879,5.081000980214296
50,None,Experience,5.410613946490685,5.450334762938503,5.479931841595275
51,None,Experience,5.077662039478432,5.184612917137107,5.772875184667589
52,None,Experience,5.774915992426312,5.366461206255485,5.107938116257464
53,None,Experience,4.438357524898118,4.315166867109333,4.474102060233511
54,None,Experience,4.737870282721786,4.906321194856247,4.157587568585456
55,None,Experience,4.686313477494274,4.025008611246757,4.500782804443286
56,None,Experience,3.829188041494305,3.359618546007167,4.561623170027979
57,None,Experience,5.236896221651661,4.830294866695111,5.672029764642743
58,None,Experience,5.208844217743912,5.060351798339206,4.479790803722009
59,None,Experience,5.004090765313968,5.158726395050177,5.611178603262343
60,None,Experience,4.812330293299882,5.5875423431146825,5.836344677143395
61,None,Experience,3.8677034063596683,4.5229925366887445,4.610026476072392
62,None,Experience,4.663483741787712,4.650817728448457,6.111847313863273
63,None,Experience,4.725828386778584,4.771154605471523,4.293844592694649
64,None,Experience,4.358178184622705,3.9852778653792598,3.743648618455631
65,None,Experience,4.8709714306671925,4.887520576537559,3.677478684167321
66,None,Experience,5.323240685451631,5.114263228901236,6.241175429313406
67,None,Experience,6.508948720968425,6.368518256943784,6.363425192028895
68,None,Experience,5.139662250265471,4.6981143284362155,5.0448880805219645
69,None,Experience,5.206040312578211,5.424505507183156,5.319602225970801
70,None,Experience,4.940443267387066,5.718724070410943,4.176423627323376
71,None,Experience,3.4649830277607667,3.7176063479801846,5.7910162023882386
72,None,Experience,4.978788899640627,5.183886980761972,5.0777281671670345
73,None,Experience,5.048184167952821,5.3836193302178135,5.1054868569951175
74,None,Experience,6.970593689988229,6.375864716047666,6.690392850722022
75,None,Experience,4.846111228175102,4.98893522344529,5.24437319912076
76,None,Experience,5.24123787386689,5.199286499484409,5.3014615413155255
77,None,Experience,4.972230584235805,5.0266225166630605,4.430006231729765
78,None,Experience,4.065057569904374,3.8655411639957657,4.769062391937821
79,None,Experience,5.914258251612017,5.743661688419085,6.865972098499734
80,None,Experience,5.60154642614942,5.730236286542261,6.3027218879981355
81,None,Experience,5.632825557634438,6.231832250005072,6.4949259732282405
82,None,Experience,4.272490036164209,4.897627441973971,4.205643048196696
83,None,Experience,6.12223544874888,6.974379587754883,4.98061789506832
84,None,Experience,3.8785191497661753,3.7191415383689153,4.239060645789952
85,Assisted,Search,4.469485675040216,5.0117488583925125,4.7206988436262165
86,Assisted,Search,5.752364500647983,5.693562603387562,6.217352763318454
87,Assisted,Search,3.207570939895449,4.660958218525195,2.739817323136896
88,Assisted,Search,3.5469618163177823,3.43342031037665,5.198862313413098
89,Assisted,Search,4.079721092070113,3.843915952565702,4.337227126236774
90,Assisted,Search,3.5972194767070405,3.578079258643622,3.85951493706103
91,Assisted,Search,2.759469255147094,2.1456275419627717,2.9472084904061386
92,Assisted,Search,4.054850379844821,3.9810027930354766,3.2745105576008537
93,Assisted,Search,3.150157029019116,3.140559292438444,4.46631362618481
94,Assisted,Search,4.378873944508145,4.57829604884462,4.678646943736769
95,Assisted,Search,3.2644606126129574,3.782446477978946,3.0557037377490364
96,Assisted,Search,5.239947524014032,6.130043438819169,4.2374133739638875
97,Assisted,Search,3.37339736613101,4.173929811997834,3.7889891301755165
98,Assisted,Search,3.7423507870354595,3.7054288017971664,5.413725539923851
99,Assisted,Search,4.650813773895736,4.27144368344241,4.608774318382919
100,Assisted,Search,3.015308546852836,3.658206423235522,2.7569850609290274
101,Assisted,Search,4.181967947683304,3.685457754636322,4.3371606237498215
102,Assisted,Search,5.045714203425943,5.952300745667931,4.836522023232197
103,Assisted,Search,2.714013412351018,3.7609307902414577,1.7405873973515107
104,Assisted,Search,4.147707086825843,4.083577843408322,4.450617845533037
105,Assisted,Search,4.207906235398739,3.5097577237735527,4.363089570093169
106,Assisted,Search,4.625458297421848,5.377302825020186,5.262619433822501
107,Assisted,Search,3.0104394312975344,3.351081622411719,5.1005329252402625
108,Assisted,Search,2.9436347095325788,3.973815923612794,4.554776346402978
109,Assisted,Search,4.417553252493518,3.7368287725976312,4.462309868107729
110,Assisted,Search,4.237587738586549,4.090382679392353,3.76798450703276
111,Assisted,Search,4.200394280276702,4.362937274080453,6.321588430440923
112,Assisted,Search,4.2771585675975805,4.445217150960436,4.60774804436869
113,Assisted,Search,3.455980222737207,3.539751442450144,4.083338637981386
114,Assisted,Search,4.185802957728803,4.660067332356792,4.49459421366028
115,Assisted,Search,4.234457978638945,3.853756168219859,4.679334119720865
116,Assisted,Search,3.428518865578906,3.6716253499524782,3.9560590310005836
117,Assisted,Search,5.492619608915805,5.454243502988594,4.894008360533318
118,Assisted,Search,4.37906633672943,4.760472486412919,4.244638543169383
119,Assisted,Search,3.046957202237881,3.7933732008347496,3.80524703219153
120,Assisted,Search,4.525242886907064,4.057873263606717,4.334748392350603
121,Assisted,Search,3.220254663818143,2.8091466456867034,3.433160750416871
122,Assisted,Search,4.629667682993961,5.342572557344424,4.852301769180704
123,Assisted,Search,4.926876463205923,5.107658176554535,4.7776418257289555
124,Assisted,Search,3.3434541453186317,3.3005200479766286,5.058867579199061
125,Assisted,Search,4.770700903395458,5.592136710477628,3.006741676162166
126,Assisted,Search,4.330224741549198,4.522017110385788,5.362189641275242
127,Assisted,Experience,3.657648127995592,4.515767094428387,5.066848511545695
128,Assisted,Experience,4.517434386123158,4.64770674960358,3.2590874689881906
129,Assisted,Experience,2.8036895071977037,4.273325568199157,3.442332388462378
130,Assisted,Experience,2.3970110685140082,3.795279276032809,3.178198034911351
131,Assisted,Experience,2.2883884562995815,2.7062286908001285,2.387774887477274
132,Assisted,Experience,2.3473517720276496,3.3636668930992975,2.863939381902977
133,Assisted,Experience,2.9383186324687167,3.673342880767547,2.9855880876551497
134,Assisted,Experience,3.272921579853315,4.302653042648826,5.190342258308524
135,Assisted,Experience,3.221352639464015,3.09462038128116,4.587786458881632
136,Assisted,Experience,3.661746599228819,4.272423009382274,5.087136526033202
137,Assisted,Experience,3.0104015135023254,3.9375334542266542,4.31141135293166
138,Assisted,Experience,4.1628272617258535,3.450892066169126,3.707360117183452
139,Assisted,Experience,2.788274533409635,2.6389903703948208,3.3058005336499394
140,Assisted,Experience,5.176135333271695,4.121292177737306,5.44824339282256
141,Assisted,Experience,3.5005338782120052,3.6657236853473254,3.2448308607028413
142,Assisted,Experience,2.314273954866974,3.2101902917915606,3.8876632740408557
143,Assisted,Experience,2.14328600155111,3.465807327288902,3.1177438222199716
144,Assisted,Experience,3.3859779321945482,3.7458297359655264,3.769212194032011
145,Assisted,Experience,2.8212297717393193,4.071291590177101,4.190409840786036
146,Assisted,Experience,3.5712003952736735,3.166909587111493,4.453704555204432
147,Assisted,Experience,3.378590099658836,2.8511808600494915,3.7744777437219454
148,Assisted,Experience,2.941736869874502,3.3256156464512925,4.576572984279674
149,Assisted,Experience,2.322565025545276,3.050084744905875,2.6367946860072378
150,Assisted,Experience,1.7881222202513083,2.414150402154,3.504028257011769
151,Assisted,Experience,2.6427880383463833,2.0805093806571686,4.000843703585699
152,Assisted,Experience,3.685119035458778,3.903535208610628,3.994388913755474
153,Assisted,Experience,3.171274995304163,2.884785245990904,4.1310581127519805
154,Assisted,Experience,2.0034089770304098,2.937563456039347,2.3262658827485336
155,Assisted,Experience,3.1385447406809455,3.694134915593181,4.5299457578533975
156,Assisted,Experience,3.3082539037830694,3.176663229862778,3.8555208467597493
157,Assisted,Experience,2.2929140510390935,2.577397782162928,3.009842316260128
158,Assisted,Experience,3.1229800847564224,2.9687773068606624,4.608094508939676
159,Assisted,Experience,3.0465669747568,3.4059140311688543,3.3348996014741488
160,Assisted,Experience,2.0856237617355013,3.14607016963902,2.265451349586809
161,Assisted,Experience,3.2862298882786267,3.1361208874551294,2.8820975115004437
162,Assisted,Experience,3.4486276210945874,4.010925354634592,4.4933835385986995
163,Assisted,Experience,3.8664409945402216,3.828023986445957,3.4235640499767346
164,Assisted,Experience,3.8430416416279223,3.6779968971711656,5.534180912365809
165,Assisted,Experience,1.897864505634327,2.4647764245301826,1.6813681178619908
166,Assisted,Experience,2.2497399680679018,2.2821708132446346,4.537363438643768
167,Assisted,Experience,3.412028213766928,3.4527979183399515,4.19492915530199
168,Assisted,Experience,3.411028760729767,3.1298840622893898,3.9789180781285856
169,Generated,Search,2.912038149044838,4.311993085694065,3.3657795286606382
170,Generated,Search,5.582185192523777,5.483379930004887,5.628706395560716
171,Generated,Search,2.9567124085545338,3.015507172847334,3.747683153435326
172,Generated,Search,3.4084525121444793,3.833751965082695,4.817382824698253
173,Generated,Search,3.263201410794562,3.554397103790235,4.037880200540164
174,Generated,Search,3.0211130010446383,3.3064056010690996,3.917879033650097
175,Generated,Search,2.2477846042877236,3.1053110334518914,3.094142214022935
176,Generated,Search,3.107175376394614,3.8644941561393438,3.824443289232021
177,Generated,Search,1.8817398283699425,2.2401412888906904,3.344505135246407
178,Generated,Search,2.3105451146079927,2.5605269713640544,2.1892091939051577
179,Generated,Search,2.111709161736717,2.551841480813552,2.323295701568031
180,Generated,Search,2.565499311509058,1.901438866839454,4.059584452721335
181,Generated,Search,4.351726853338807,3.7237859515717697,4.730641918692843
182,Generated,Search,1.0061878459266014,2.4883874104635435,2.4749243721090854
183,Generated,Search,3.049008152299611,4.26169037859033,3.8423086445255414
184,Generated,Search,1.2098273030482785,1.8433438226604335,2.969203575582137
185,Generated,Search,2.1224545073684533,2.986242087422646,2.895640928204519
186,Generated,Search,3.371160477573893,3.852553459330883,3.477882978762717
187,Generated,Search,2.5514240152763703,4.580579616448715,3.667946087734199
188,Generated,Search,1.637804177656555,2.8700307978425323,2.2978215622634104
189,Generated,Search,1.9277570325920252,2.4782468303332372,3.442431148555346
190,Generated,Search,3.043678199147741,2.9571723390179803,2.634398396522156
191,Generated,Search,1.9157066946262906,1.7293421955722463,3.869832962903725
192,Generated,Search,2.67316687166558,3.2402653152660754,3.934718360688478
193,Generated,Search,2.536457471923051,2.650990604896289,3.701095297173543
194,Generated,Search,1.9787197219153465,1.8718489227334403,3.8751155219110673
195,Generated,Search,4.215155271460261,4.0488377750469455,5.69492527399996
196,Generated,Search,3.007135217854409,2.86493417247633,4.514340176225336
197,Generated,Search,1.0,2.6435708175362826,1.3113880380678484
198,Generated,Search,2.649163451815542,3.560150639927159,2.693794194374334
199,Generated,Search,1.9705708281852896,2.572470341889923,2.7449694925241985
200,Generated,Search,3.1819466678369794,4.285529403714596,3.9274317358497717
201,Generated,Search,1.8659834092538394,2.531470881226881,3.4819513598806893
202,Generated,Search,2.408210846826481,2.4959265767970527,2.9369058388884626
203,Generated,Search,2.9039898231843657,4.084753897182321,3.8731306290445744
204,Generated,Search,3.192604155336097,3.8235383461112074,3.3867944405543327
205,Generated,Search,1.5397628743553788,1.713187222321075,2.4957952625188633
206,Generated,Search,2.2323990113272414,2.690749870019989,2.3547766390025893
207,Generated,Search,2.120043751071235,2.2582258741646095,2.625762978365108
208,Generated,Search,1.9773366139410304,1.8904694256706565,2.2402227444331846
209,Generated,Search,3.9123633922248775,4.592979487545723,3.6643067582507935
210,Generated,Search,2.8239853687687644,4.213896615250077,4.431940478886746
211,Generated,Experience,1.0,1.1007162130904296,1.9354207778176398
212,Generated,Experience,2.234289557643821,3.0689162644603423,5.183241179972466
213,Generated,Experience,3.1977249576101068,3.232858681527172,4.263957505182686
214,Generated,Experience,2.3259722084409176,2.617215074870386,3.524968611650962
215,Generated,Experience,1.0,1.5038030378805654,1.9991495538731505
216,Generated,Experience,1.1126127417069989,1.458094808525691,3.157784560610493
217,Generated,Experience,2.513528919349298,3.035083949451852,3.1051708732431367
218,Generated,Experience,1.0,1.3845249417944812,2.6854068702517533
219,Generated,Experience,1.8550555425169828,2.619272846903506,4.905092502298346
220,Generated,Experience,2.1197072427434693,2.670646739470207,3.2045824158388267
221,Generated,Experience,1.0,1.6805259765667953,3.404491328399973
222,Generated,Experience,1.45237971515056,1.708121941099649,2.3792043315022147
223,Generated,Experience,1.0,1.5116143347158337,2.5755080566521267
224,Generated,Experience,1.0,2.1776956129128777,3.839560444944857
225,Generated,Experience,1.2979454788854716,2.288814976920568,2.3398903468798458
226,Generated,Experience,1.0,1.3112223776007246,3.86871399059785
227,Generated,Experience,2.8059290431453086,3.2944093872308597,4.178983780706018
228,Generated,Experience,1.0,2.1756935616858946,2.2062732568740127
229,Generated,Experience,1.147964410642413,1.0836688879532446,3.1314640637243123
230,Generated,Experience,1.6045924618288732,2.555354065653066,3.6435435918360346
231,Generated,Experience,2.6530186312528925,2.7911030255293907,4.027078152303773
232,Generated,Experience,1.0,2.0852993342965798,1.5008426960766805
233,Generated,Experience,2.430531001723968,2.5627952231079156,2.9493225779569725
234,Generated,Experience,1.5081864488156695,1.3041081087202762,2.7316488244033486
235,Generated,Experience,1.0,1.0,2.5478965996299676
236,Generated,Experience,1.8696827794106166,2.5197886968591843,3.5562801359318446
237,Generated,Experience,1.659247756458776,2.457259456027762,3.119939354528543
238,Generated,Experience,1.0198264982729643,1.363702886066167,1.6771548478667078
239,Generated,Experience,1.555841667992015,2.5639695637822992,3.1996434964993834
240,Generated,Experience,1.191749122510592,1.1226392668739937,3.1424594952050313
241,Generated,Experience,1.5908138762009985,2.239611201637141,3.346341639272327
242,Generated,Experience,2.029704539616837,2.0182555318122417,3.974369231658337
243,Generated,Experience,2.768813452916282,2.889132708431946,4.245033579934002
244,Generated,Experience,1.0,1.823699335658207,2.921426055459906
245,Generated,Experience,3.2064266997250135,3.134934677138035,3.874740021813955
246,Generated,Experience,1.0,1.6077222278850873,1.4373273465388063
247,Generated,Experience,1.3785719239715335,2.6060039437844473,3.12787590777573
248,Generated,Experience,1.970653765187661,2.2880770773885546,3.3277736401267743
249,Generated,Experience,1.724793494188026,2.797680851382992,3.224981282549577
250,Generated,Experience,1.0018403841435248,1.2366188799860107,1.7073802274118983
251,Generated,Experience,1.3335021997141796,2.331703848728985,2.043361741542724
252,Generated,Experience,1.1055992522729334,2.605263712147297,3.4005665486967924
